"identifier	Origin	DiffAvg	definition",,,,,,,,,,
"MOD:01557	X	304.21	""A protein modification that effectively replaces a hydrogen atom of a protein N-terminal with the Applied Biosystems iTRAQ8plex-117 reporter+balance group.""",,,,,,,,,,
"MOD:01166	X	306.17	""A protein modification that effectively crosslinks an amino acid residue and 5&apos;-phosphouridine through either a phosphodiester or a phosphoramide bond.""",,,,,,,,,,
"MOD:00611	X	322.17	""A protein modification that is produced by reaction of iodouridine monophosphate", or a polynucleotide containing iodouridine," with a residue.""",,,,,,,,
"MOD:00628	X	324.28	""a protein modification that effectively replaces a hydrogen atom of an amino acid residue or of a modifying group with two hexose sugar groups through glycosidic bonds""",,,,,,,,,,
"MOD:01165	X	329.21	""A protein modification that effectively crosslinks an amino acid residue and 5&apos;-phosphoadenosine through either a phosphodiester or a phosphoramide bond.""",,,,,,,,,,
"MOD:00938	X	332.44	""modification from UniMod Post-translational""",,,,,,,,,,
"MOD:00468	X	338.47	""modification from UniMod Isotopic label""",,,,,,,,,,
"MOD:00470	X	339.45	""modification from UniMod Chemical derivative""",,,,,,,,,,
"MOD:00926	X	340.42	""Modification from UniMod Non-standard residue. OBSOLETE because not an amino acid modification. From UniMod not an approved entry.""",,,,,,,,,,
"MOD:01163	X	345.21	""A protein modification that effectively crosslinks an amino acid residue and 5&apos;-phosphoguanosine through either a phosphodiester or a phosphoramide bond.""",,,,,,,,,,
"MOD:00469	X	348.24	""modification from UniMod Isotopic label""",,,,,,,,,,
"MOD:00936	X	348.44	""modification from UniMod Post-translational""",,,,,,,,,,
"MOD:00608	X	356.49	""modification from UniMod Chemical derivative""",,,,,,,,,,
"MOD:00590	X	362.38	""modification from UniMod Chemical derivative""",,,,,,,,,,
"MOD:00502	X	377.69	""A protein modification that effectively substitutes three hydrogen atoms of a residue with three iodine atoms.""",,,,,,,,,,
"MOD:00591	X	380.39	""modification from UniMod Chemical derivative""",,,,,,,,,,
"MOD:01666	X	410.42	""A protein modification that is produced by formation of an adduct with epicocconone.""",,,,,,,,,,
"MOD:00626	X	421.43	""modification from UniMod Chemical derivative""",,,,,,,,,,
"MOD:01164	X	438.33	""A protein modification that effectively results from forming an adduct with a compound containing a riboflavin phosphate (flavin mononucleotide"," FMN) group through a phosphodiester bond.""",,,,,,,,,
"MOD:01659	X	484.50	""A protein modification that is produced by formation of an adduct with 1-amino-4-{[3-(ethenylsulfonyl)phenyl]amino}-9",10-dioxo-9,10-dihydroanthracene-2-sulfonate," Uniblue A.""",,,,,,,
"MOD:00490	X	490.70	""modification from UniMod Chemical derivative""",,,,,,,,,,
"MOD:00639	X	525.66	""modification from UniMod Chemical derivative""",,,,,,,,,,
"MOD:00752	X	541.30	""A protein modification that effectively results from forming an adduct with ADP-ribose through formation of a glycosidic bond.""",,,,,,,,,,
"MOD:00471	X	601.80	""modification from UniMod Chemical derivative""",,,,,,,,,,
"MOD:00517	X	657.60	""A protein modification that effectively replaces a hydrogen atom of an amino acid residue or of a modifying group with a carbohydrate-like group composed of Hex1HexNAc1NeuAc1 linked through a glycosidic bond.""",,,,,,,,,,
"MOD:00697	X	783.54	""A protein modification that effectively results from forming an adduct with a compound containing a flavin group.""",,,,,,,,,,
"MOD:00528	X	947.85	""A protein modification that effectively replaces a hydrogen atom of an amino acid residue or of a modifying group with a carbohydrate-like group composed of Hex1HexNAc1NeuAc2 linked through a glycosidic bond.""",,,,,,,,,,
"MOD:01167	X	1572.02	""modification from UniMod""",,,,,,,,,,
"MOD:01649	Y	-163.18	""A protein modification that effectively removes or replaces an L-tyrosine.""",,,,,,,,,,
"MOD:00824	Y	-94.11	""A protein modification that effectively converts an L-tyrosine residue to dehydroalanine.""",,,,,,,,,,
"MOD:01661	Y	-93.13	""A protein modification that effectively converts an L-tyrosine residue to pyruvic acid.""",,,,,,,,,,
"MOD:01790	Y	-27.00	""A protein modification that effectively converts an an N-terminal L-tyrosine residue to tyrosine immonium ion.""",,,,,,,,,,
"MOD:00191	Y	-2.02	""A protein modification that effectively converts L-tyrosine to (Z)-2","3-didehydrotyrosine.""",,,,,,,,,
"MOD:00370	Y	-2.02	""A protein modification that effectively converts an L-tyrosine residue to (E)-2","3-didehydrotyrosine.""",,,,,,,,,
"MOD:00706	Y	-2.02	""A protein modification that effectively converts L-tyrosine to 2","3-didehydrotyrosine.""",,,,,,,,,
"MOD:00108	Y	-0.98	""A protein modification that effectively converts an L-tyrosine residue to L-tyrosine amide.""",,,,,,,,,,
"MOD:01236	Y	2.00	""modification from UniMod Isotopic label - alkaline phosphatase to dephosphorylate""",,,,,,,,,,
"MOD:01326	Y	9.03	""A protein modification that effectively converts an L-tyrosine residue to 9x(13)C labeled L-tyrosine.""",,,,,,,,,,
"MOD:00343	Y	14.03	""A protein modification that effectively converts an L-tyrosine residue to N-methyl-L-tyrosine.""",,,,,,,,,,
"MOD:00475	Y	15.02	""modification from UniMod Chemical derivative""",,,,,,,,,,
"MOD:00155	Y	16.00	""A protein modification that effectively converts an L-tyrosine residue to L-3&apos;","4&apos;-dihydroxyphenylalanine.""",,,,,,,,,
"MOD:01225	Y	17.99	""A protein modification that effectively converts an L-tyrosine residue into an L-fluorotyrosine.""",,,,,,,,,,
"MOD:00156	Y	29.98	""A protein modification that effectively converts an L-tyrosine residue to an L-2&apos;",4&apos;,"5&apos;-topaquinone.""",,,,,,,,
"MOD:00268	Y	32.00	""A protein modification that effectively converts an L-tyrosine residue to L-3&apos;",4&apos;,"5&apos;-trihydroxyphenylalanine.""",,,,,,,,
"MOD:00974	Y	33.96	""modification from DeltaMass""",,,,,,,,,,
"MOD:01028	Y	34.44	""A protein modification that effectively substitutes one hydrogen atom of an L-tyrosine residue with one chlorine atom.""",,,,,,,,,,
"MOD:01046	Y	34.44	""A protein modification that effectively converts an L-tyrosine residue to 3&apos;-chloro-L-tyrosine.""",,,,,,,,,,
"MOD:00975	Y	35.96	""modification from DeltaMass""",,,,,,,,,,
"MOD:00062	Y	42.04	""A protein modification that effectively converts an L-tyrosine residue to N-acetyl-L-tyrosine.""",,,,,,,,,,
"MOD:01352	Y	45.00	""A protein modification that effectively converts an L-tyrosine residue to a nitrated L-tyrosine.""",,,,,,,,,,
"MOD:01786	Y	45.00	""A protein modification that effectively converts an L-tyrosine residue to 3&apos;-nitro-L-tyrosine.""",,,,,,,,,,
"MOD:00984	Y	67.92	""modification from DeltaMass""",,,,,,,,,,
"MOD:01037	Y	68.88	""A protein modification that effectively substitutes two hydrogen atoms of an L-tyrosine residue with two chlorine atoms.""",,,,,,,,,,
"MOD:01045	Y	68.88	""A protein modification that effectively converts an L-tyrosine residue to 3&apos;","5&apos;-dichloro-L-tyrosine.""",,,,,,,,,
"MOD:00986	Y	69.92	""modification from DeltaMass""",,,,,,,,,,
"MOD:00990	Y	71.92	""modification from DeltaMass""",,,,,,,,,,
"MOD:00994	Y	77.91	""modification from DeltaMass""",,,,,,,,,,
"MOD:01025	Y	78.90	""A protein modification that effectively converts an L-tyrosine residue to 3&apos;-bromo-L-tyrosine.""",,,,,,,,,,
"MOD:00996	Y	79.91	""modification from DeltaMass""",,,,,,,,,,
"MOD:00048	Y	79.98	""A protein modification that effectively converts an L-tyrosine residue to O4&apos;-phospho-L-tyrosine.""",,,,,,,,,,
"MOD:00254	Y	79.98	""A protein modification that effectively crosslinks an L-tyrosine residue and the 5&apos;-end of RNA through a phosphodiester to form O4&apos;-(phospho-5&apos;-RNA)-L-tyrosine.""",,,,,,,,,,
"MOD:00259	Y	79.98	""A protein modification that effectively crosslinks an L-tyrosine residue and the 5&apos;-end of DNA through a phosphodiester bond to form O4&apos;-(phospho-5&apos;-DNA)-L-tyrosine.""",,,,,,,,,,
"MOD:00328	Y	79.98	""A protein modification that effectively crosslinks an L-tyrosine residue and the 3&apos;-end of DNA through a phosphodiester bond to form O4&apos;-(phospho-3&apos;-DNA)-L-tyrosine.""",,,,,,,,,,
"MOD:00181	Y	80.06	""A protein modification that effectively converts an L-tyrosine residue to O4&apos;-sulfo-L-tyrosine.""",,,,,,,,,,
"MOD:01192	Y	85.11	""modification from UniMod Isotopic label -""",,,,,,,,,,
"MOD:00541	Y	89.00	""A protein modification that effectively converts an L-tyrosine residue to 9x(13)C labeled L-phosphotyrosine.""",,,,,,,,,,
"MOD:01188	Y	90.08	""modification from UniMod Isotopic label -""",,,,,,,,,,
"MOD:01363	Y	96.04	""A protein modification that effectively converts an L-tyrosine residue to O4&apos;-thiophospho-L-tyrosine.""",,,,,,,,,,
"MOD:00788	Y	122.06	""modification from UniMod""",,,,,,,,,,
"MOD:01228	Y	125.90	""A protein modification that effectively substitutes one hydrogen atom of an L-tyrosine residue with one iodine atom.""",,,,,,,,,,
"MOD:01612	Y	125.90	""A protein modification that effectively converts an L-tyrosine residue to 3&apos;-iodo-L-tyrosine.""",,,,,,,,,,
"MOD:01867	Y	140.09	""A protein modification that effectively replaces the O4&apos;-hydrogen atom of a tyrosine residue with the Applied Biosystems mTRAQ light reporter+balance group.""",,,,,,,,,,
"MOD:01495	Y	144.10	""A protein modification that effectively replaces the O4&apos;-hydrogen atom of a tyrosine residue with the Applied Biosystems iTRAQ4plex-115 reporter+balance group.""",,,,,,,,,,
"MOD:01502	Y	144.10	""A protein modification that effectively replaces the O4&apos;-hydrogen atom of a tyrosine residue with the Applied Biosystems iTRAQ4plex-116 reporter+balance group.""",,,,,,,,,,
"MOD:01509	Y	144.10	""A protein modification that effectively replaces the O4&apos;-hydrogen atom of a tyrosine residue with the Applied Biosystems iTRAQ4plex-117 reporter+balance group.""",,,,,,,,,,
"MOD:01488	Y	144.11	""A protein modification that effectively replaces the O4&apos;-hydrogen atom of a tyrosine residue with the Applied Biosystems iTRAQ4plex-114 reporter+balance group.""",,,,,,,,,,
"MOD:01056	Y	155.82	""modification from DeltaMass""",,,,,,,,,,
"MOD:01006	Y	157.79	""A protein modification that effectively substitutes two hydrogen atoms of an L-tyrosine residue with two bromine atoms.""",,,,,,,,,,
"MOD:01023	Y	157.79	""A protein modification that effectively converts an L-tyrosine residue to 3&apos;","5&apos;-dibromo-L-tyrosine.""",,,,,,,,,
"MOD:01190	Y	157.79	""Modification from UniMod Chemical derivative. OBSOLETE because duplicate and redundant with MOD:01006. Remap to MOD:01006.""",,,,,,,,,,
"MOD:01057	Y	157.82	""modification from DeltaMass""",,,,,,,,,,
"MOD:01059	Y	159.82	""modification from DeltaMass""",,,,,,,,,,
"MOD:00166	Y	162.14	""A protein modification that effectively converts an L-tyrosine residue to O4&apos;-glucosyl-tyrosine.""",,,,,,,,,,
"MOD:01276	Y	183.23	""A protein modification that is produced by formation of an adduct with 4-(2-aminoethyl)benzenesulfonyl fluoride", AEBS," and an L-tyrosine residue.""",,,,,,,,
"MOD:01916	Y	203.19	""A protein modification that effectively converts an L-tyrosine residue to O4&apos;-(N-acetylamino)galactosyl-L-tyrosine.""",,,,,,,,,,
"MOD:01723	Y	229.16	""A protein modification that effectively replaces the O4&apos;-hydrogen atom of a tyrosine residue with the Proteome Sciences TMT6plex-126 reporter+balance group.""",,,,,,,,,,
"MOD:01731	Y	229.16	""A protein modification that effectively replaces the O4&apos;-hydrogen atom of a tyrosine residue with the Proteome Sciences TMT6plex-127 reporter+balance group.""",,,,,,,,,,
"MOD:01739	Y	229.16	""A protein modification that effectively replaces the O4&apos;-hydrogen atom of a tyrosine residue with the Proteome Sciences TMT6plex-128 reporter+balance group.""",,,,,,,,,,
"MOD:01747	Y	229.16	""A protein modification that effectively replaces the O4&apos;-hydrogen atom of a tyrosine residue with the Proteome Sciences TMT6plex-129 reporter+balance group.""",,,,,,,,,,
"MOD:01755	Y	229.16	""A protein modification that effectively replaces the O4&apos;-hydrogen atom of a tyrosine residue with the Proteome Sciences TMT6plex-130 reporter+balance group.""",,,,,,,,,,
"MOD:01763	Y	229.16	""A protein modification that effectively replaces the O4&apos;-hydrogen atom of a tyrosine residue with the Proteome Sciences TMT6plex-131 reporter+balance group.""",,,,,,,,,,
"MOD:00930	Y	232.27	""tyrosine adduct with substrate analog inhibitor 1",2-dideoxy-2&apos;-methyl-alpha-D-glucopyranoso-[2,"1-d]-Delta2&apos;-thiazoline.""",,,,,,,,
"MOD:01140	Y	251.79	""A protein modification that effectively substitutes two hydrogen atoms of an L-tyrosine residue with two iodine atoms.""",,,,,,,,,,
"MOD:01613	Y	251.79	""A protein modification that effectively converts an L-tyrosine residue to 3&apos;","5&apos;-diiodo-L-tyrosine.""",,,,,,,,,
"MOD:01545	Y	304.20	""A protein modification that effectively replaces the O4&apos;-hydrogen atom of a tyrosine residue with the Applied Biosystems iTRAQ8plex-115 reporter+balance group.""",,,,,,,,,,
"MOD:01566	Y	304.20	""A protein modification that effectively replaces the O4&apos;-hydrogen atom of a tyrosine residue with the Applied Biosystems iTRAQ8plex-118 reporter+balance group.""",,,,,,,,,,
"MOD:01573	Y	304.20	""A protein modification that effectively replaces the O4&apos;-hydrogen atom of a tyrosine residue with the Applied Biosystems iTRAQ8plex-119 reporter+balance group.""",,,,,,,,,,
"MOD:01580	Y	304.20	""A protein modification that effectively replaces the O4&apos;-hydrogen atom of a tyrosine residue with the Applied Biosystems iTRAQ8plex-121 reporter+balance group.""",,,,,,,,,,
"MOD:01531	Y	304.21	""A protein modification that effectively replaces the O4&apos;-hydrogen atom of a tyrosine residue with the Applied Biosystems iTRAQ8plex-113 reporter+balance group.""",,,,,,,,,,
